ID,T[s],Infiltration[mm]
29,576.0,317.7540963
29,612.0,336.9308476
29,648.0,356.1262583
29,684.0,375.2964697
29,720.0,394.499853
30,2.7,4.568401106
30,5.4,7.127498038
30,8.1,9.233568724
30,10.8,11.27177375
30,13.5,13.25440169
30,16.2,15.18337752
30,18.9,17.06073461
30,21.6,18.89000622
30,24.3,20.67582093
30,27.0,22.42283227
30,29.7,24.1356938
30,32.4,25.81905903
30,35.1,27.4775815
30,37.8,29.11591476
30,40.5,30.73871234
30,43.2,32.35062778
30,45.9,33.9563146
30,48.6,35.56000331
30,51.3,37.162283
30,54.0,38.76188494
30,108.0,69.50217917
30,162.0,98.81294738
30,216.0,127.7397004
30,270.0,156.4221804
30,324.0,184.9111037
30,378.0,213.2933229
30,432.0,241.5506454
30,486.0,269.7541574
30,540.0,297.8711069
30,594.0,325.9465967
30,648.0,353.9746471
30,702.0,381.955831
30,756.0,409.9181396
30,810.0,437.835146
30,864.0,465.7395458
30,918.0,493.6200933
30,972.0,521.476921
30,1026.0,549.3226011
30,1080.0,577.1403463
31,3.3,5.705469444
31,6.6,8.558219973
31,9.9,11.19037898
31,13.2,13.67908668
31,16.5,16.03289736
31,19.8,18.27205374
31,23.1,20.41808923
31,26.4,22.49253726
31,29.7,24.51693128
31,33.0,26.51265062
31,36.3,28.49289925
31,39.6,30.45878915
31,42.9,32.41045703
31,46.2,34.34803962
31,49.5,36.27167363
31,52.8,38.1814958
31,56.1,40.07764282
31,59.4,41.96025144
31,62.7,43.82948623
31,66.0,45.68570496
31,132.0,80.81895612
31,198.0,114.3813508
31,264.0,147.3598463
31,330.0,179.9318376
31,396.0,212.223216
31,462.0,244.2932592
31,528.0,276.1953556
31,594.0,307.950409
31,660.0,339.5918126
31,726.0,371.1266831
31,792.0,402.5755584
31,858.0,433.9388386
31,924.0,465.253429
31,990.0,496.4916627
31,1056.0,527.6812277
31,1122.0,558.8232456
31,1188.0,589.9263859
31,1254.0,620.9812786
31,1320.0,652.0037286
32,4.8,7.078935828
32,9.6,10.87913186
32,14.4,14.16783479
32,19.2,17.13423519
32,24.0,19.96907671
32,28.8,22.72615749
32,33.6,25.41369066
32,38.4,28.03985838
32,43.2,30.61284282
32,48.0,33.14082
32,52.8,35.63103324
32,57.6,38.08880514
32,62.4,40.51914544
32,67.2,42.92532349
32,72.0,45.30887383
32,76.8,47.67125606
32,81.6,50.01392977
32,86.4,52.33835454
32,91.2,54.64598995
32,96.0,56.93829559
32,192.0,100.2673292
32,288.0,141.84479
32,384.0,182.5806328
32,480.0,222.758747
32,576.0,262.5219971
32,672.0,301.9793228
32,768.0,341.178863
32,864.0,380.1590387
32,960.0,418.9776161
32,1056.0,457.6331593
32,1152.0,496.1598082
32,1248.0,534.5696956
32,1344.0,572.8818793
32,1440.0,611.083963
32,1536.0,649.2174844
32,1632.0,687.276484
32,1728.0,725.2629696
32,1824.0,763.1884344
32,1920.0,801.0361869
33,7.5,8.690217608
33,15.0,13.09219902
33,22.5,16.96558417
33,30.0,20.57944977
33,37.5,23.99747962
33,45.0,27.26796059
33,52.5,30.4384533
33,60.0,33.54549552
33,67.5,36.59802346
33,75.0,39.60072302
33,82.5,42.55828011
33,90.0,45.47538064
33,97.5,48.35671051
33,105.0,51.20694136
33,112.5,54.02883255
33,120.0,56.82132593
33,127.5,59.58354305
33,135.0,62.31713171
33,142.5,65.02436983
33,150.0,67.70753529
33,300.0,118.9505579
33,450.0,168.2362955
33,600.0,216.4330525
33,750.0,263.9087364
33,900.0,310.8526728
33,1050.0,357.3877489
33,1200.0,403.5991948
33,1350.0,449.5308645
33,1500.0,495.2304647
33,1650.0,540.7511318
33,1800.0,586.0798566
33,1950.0,631.2575183
33,2100.0,676.3014914
33,2250.0,721.220808
33,2400.0,766.0395127
33,2550.0,810.7494336
33,2700.0,855.3705572
33,2850.0,899.9021777
33,3000.0,944.3549203
34,12.9,10.14949925
34,25.8,15.29067465
34,38.7,19.70612285
34,51.6,23.8031946
34,64.5,27.70412458
34,77.4,31.46177636
34,90.3,35.10632829
34,103.2,38.65678339
34,116.1,42.13206637
34,129.0,45.55005962
34,141.9,48.91781468
34,154.8,52.23596135
34,167.7,55.50504515
34,180.6,58.72561171
34,193.5,61.89936097
34,206.4,65.03200448
34,219.3,68.13012469
34,232.2,71.20030406
34,245.1,74.24907196
34,258.0,77.28084125
34,516.0,135.7566272
34,774.0,191.8374766
34,1032.0,246.5908013
34,1290.0,300.4742046
34,1548.0,353.724856
34,1806.0,406.4803018
34,2064.0,458.826748
34,2322.0,510.8717194
34,2580.0,562.617757
34,2838.0,614.1396797
34,3096.0,665.4461471
34,3354.0,716.5744434
34,3612.0,767.5312046
34,3870.0,818.3424275
34,4128.0,869.0236164
34,4386.0,919.5741012
34,4644.0,970.0201255
34,4902.0,1020.364955
34,5160.0,1070.61367
35,25.5,11.76855023
35,51.0,17.51686471
35,76.5,22.51845446
35,102.0,27.13306731
35,127.5,31.51076509
35,153.0,35.72412876
35,178.5,39.81056799
35,204.0,43.79646655
35,229.5,47.70565088
35,255.0,51.54919339
35,280.5,55.33419155
35,306.0,59.06774743
35,331.5,62.75779051
35,357.0,66.41269214
35,382.5,70.03614193
35,408.0,73.63061804
35,433.5,77.19859867
35,459.0,80.74256201
35,484.5,84.26498622
35,510.0,87.76834951
35,1020.0,154.9214115
35,1530.0,218.5550572
35,2040.0,279.6886997
35,2550.0,338.902238
35,3060.0,397.6682345
35,3570.0,456.0458938
35,4080.0,514.0647096
35,4590.0,571.7908265
35,5100.0,629.2667119
35,5610.0,686.5018399
35,6120.0,743.5477252
35,6630.0,800.4070052
35,7140.0,857.0974573
35,7650.0,913.6439319
35,8160.0,970.0507329
35,8670.0,1026.328049
35,9180.0,1082.489578
35,9690.0,1138.54096
35,10200.0,1194.495268
36,63.0,13.94224921
36,126.0,20.6861635
36,189.0,26.55028949
36,252.0,31.96933726
36,315.0,37.10393488
36,378.0,42.04281878
36,441.0,46.83466171
36,504.0,51.51659828
36,567.0,56.1074627
36,630.0,60.62027518
36,693.0,65.06770737
36,756.0,69.45820539
36,819.0,73.79739056
36,882.0,78.09083248
36,945.0,82.34410077
36,1008.0,86.56245553
36,1071.0,90.74942169
36,1134.0,94.90791993
36,1197.0,99.04087032
36,1260.0,103.1508255
36,2520.0,181.6132284
36,3780.0,255.2228913
36,5040.0,326.7616409
36,6300.0,397.3323385
36,7560.0,467.1724828
36,8820.0,536.443302
36,10080.0,605.2208879
36,11340.0,673.6165749
36,12600.0,741.6799451
36,13860.0,809.4290953
36,15120.0,876.9335549
36,16380.0,944.1982496
36,17640.0,1011.253871
36,18900.0,1078.124988
36,20160.0,1144.830108
36,21420.0,1211.364801
36,22680.0,1277.786675
36,23940.0,1344.090477
36,25200.0,1410.139941
37,0.8,0.81010289
37,1.5,1.401571467
37,2.3,1.970687714
37,3.0,2.518765813
37,3.8,3.047119943
37,4.5,3.557064286
37,5.3,4.049913024
37,6.0,4.526980335
37,6.8,4.989580403
37,7.5,5.439027407
37,8.3,5.876635528
37,9.0,6.303718948
37,9.8,6.721591847
37,10.5,7.131568407
37,11.3,7.534962807
37,12.0,7.93308923
37,12.8,8.327261856
37,13.5,8.718794866
37,14.3,9.10900244
37,15.0,9.49919876
37,30.0,17.41010546
37,45.0,25.180639
37,60.0,32.87990146
37,75.0,40.57409142
37,90.0,48.2720994
37,105.0,55.97520008
37,120.0,63.68084695
37,135.0,71.39031403
37,150.0,79.10360065
37,165.0,86.81943246
37,180.0,94.53781457
37,195.0,102.2600097
37,210.0,109.9822103
37,225.0,117.708227
37,240.0,125.4342473
37,255.0,133.1615369
37,270.0,140.8901012
37,285.0,148.6186668
37,300.0,156.3568705
38,0.8,0.996922484
38,1.5,1.655007858
38,2.3,2.286452294
38,3.0,2.892801607
38,3.8,3.475601616
38,4.5,4.036398137
38,5.3,4.576736987
38,6.0,5.098163984
38,6.8,5.602224944
38,7.5,6.090465684
38,8.3,6.564432022
38,9.0,7.025669775
38,9.8,7.475724759
38,10.5,7.916142793
38,11.3,8.348469691
38,12.0,8.774251273
38,12.8,9.195033354
38,13.5,9.612361753
38,14.3,10.02778228
38,15.0,10.44284077
38,30.0,18.81246149
38,45.0,26.92035325
38,60.0,34.88953289
38,75.0,42.83581671
38,90.0,50.77064453
38,105.0,58.69782883
38,120.0,66.61992509
38,135.0,74.54202126
38,150.0,82.46284426
38,165.0,90.38366705
38,180.0,98.30449211
38,195.0,106.2278608
38,210.0,114.1512312
38,225.0,122.07715
38,240.0,129.9979665
38,255.0,137.9302583
38,270.0,145.8625381
38,285.0,153.7948213
38,300.0,161.7239305
39,1.4,1.709638955
39,2.7,2.909560631
39,4.1,4.049512878
39,5.4,5.13320845
39,6.8,6.164360101
39,8.1,7.146680583
39,9.5,8.08388265
39,10.8,8.979679054
39,12.2,9.837782549
39,13.5,10.66190589
39,14.9,11.45576182
39,16.2,12.22306311
39,17.6,12.9675225
39,18.9,13.69285274
39,20.3,14.4027666
39,21.6,15.10097682
39,23.0,15.79119615
39,24.3,16.47713735
39,25.7,17.16251318
39,27.0,17.85103638
39,54.0,32.17738811
39,81.0,46.09461841
39,108.0,59.9410611
39,135.0,73.72078474
39,162.0,87.46017348
39,189.0,101.1723156
39,216.0,114.866967
39,243.0,128.5493094
39,270.0,142.2225197
39,297.0,155.8946029
39,324.0,169.5568757
39,351.0,183.2081157
39,378.0,196.8778403
39,405.0,210.526614
39,432.0,224.182889
39,459.0,237.8478093
39,486.0,251.4928432
39,513.0,265.1599734
39,540.0,278.8126153
40,1.0,1.52129543
40,2.0,2.447645307
40,2.9,3.337529318
40,3.9,4.192364785
40,4.9,5.013569033
40,5.9,5.802559384
40,6.8,6.560753162
40,7.8,7.289567691
40,8.8,7.990420294
40,9.8,8.664728295
40,10.7,9.313909017
40,11.7,9.939379784
40,12.7,10.54255792
40,13.7,11.12486075
40,14.6,11.68770559
40,15.6,12.23250977
40,16.6,12.76069062
40,17.6,13.27366545
40,18.5,13.77285159
40,19.5,14.25966636
40,39.0,23.36823838
40,58.5,33.12268327
40,78.0,42.54066439
40,97.5,51.7096622
40,117.0,60.89499353
40,136.5,70.01959832
40,156.0,79.08776772
40,175.5,88.12772519
40,195.0,97.13860735
40,214.5,106.1241339
40,234.0,115.0894891
40,253.5,124.0359112
40,273.0,132.9688842
40,292.5,141.8924206
40,312.0,150.8000572
40,331.5,159.6914647
40,351.0,168.5724674
40,370.5,177.4501177
40,390.0,186.3289499
41,1.5,2.141007817
41,3.0,3.496433858
41,4.5,4.718438845
41,6.0,5.820992379
41,7.5,6.818064067
41,9.0,7.723623513
41,10.5,8.551640322
41,12.0,9.316084097
41,13.5,10.03092444
41,15.0,10.71013097
41,16.5,11.36767327
41,18.0,12.01752096
41,19.5,12.67364364
41,21.0,13.3489155
41,22.5,14.04490222
41,24.0,14.756498
41,25.5,15.47851086
41,27.0,16.20574878
41,28.5,16.93301977
41,30.0,17.65513182
41,60.0,30.68253469
41,90.0,43.07621248
41,120.0,55.24070757
41,150.0,67.244782
41,180.0,79.13172629
41,210.0,90.92700107
41,240.0,102.6484309
41,270.0,114.3087474
41,300.0,125.9194113
41,330.0,137.4918751
41,360.0,149.0146859
41,390.0,160.5120349
41,420.0,171.9839158
41,450.0,183.4176015
41,480.0,194.8385613
41,510.0,206.2340419
41,540.0,217.6168077
41,570.0,228.9868321
41,600.0,240.3291245
42,2.7,3.097464744
42,5.4,4.927647174
42,8.1,6.315849941
42,10.8,7.428489027
42,13.5,8.431158227
42,16.2,9.430183696
42,18.9,10.43380606
42,21.6,11.44105707
42,24.3,12.45096846
42,27.0,13.46257199
42,29.7,14.4748994
42,32.4,15.48698243
42,35.1,16.49785282
42,37.8,17.50654233
42,40.5,18.5120827
42,43.2,19.51350567
42,45.9,20.50984299
42,48.6,21.50012641
42,51.3,22.48338766
42,54.0,23.4586585
42,108.0,41.21696037
42,162.0,58.02884835
42,216.0,74.64042816
42,270.0,90.9457513
42,324.0,107.0927062
42,378.0,123.0905769
42,432.0,138.9774484
42,486.0,154.7766644
42,540.0,170.4943748
42,594.0,186.1510288
42,648.0,201.7452286
42,702.0,217.2856388
42,756.0,232.7806116
42,810.0,248.2452537
42,864.0,263.665735
42,918.0,279.0443077
42,972.0,294.4041359
42,1026.0,309.7314567
42,1080.0,325.0384479
43,4.8,3.881709544
43,9.6,5.544099433
43,14.4,7.061212206
43,19.2,8.560800045
43,24.0,10.03198147
43,28.8,11.46387499
43,33.6,12.84559949
43,38.4,14.16996883
43,43.2,15.44261838
43,48.0,16.67196266
43,52.8,17.86641618
43,57.6,19.03439345
43,62.4,20.18415975
43,67.2,21.32056789
43,72.0,22.44506935
43,76.8,23.55896858
43,81.6,24.66357003
43,86.4,25.76017816
43,91.2,26.85009504
43,96.0,27.93433851
43,192.0,48.8825473
43,288.0,69.00078999
43,384.0,88.64208276
43,480.0,107.9660307
43,576.0,127.05563
43,672.0,145.9657782
43,768.0,164.7271036
43,864.0,183.3829889
43,960.0,201.9259725
43,1056.0,220.3800539
43,1152.0,238.7740639
43,1248.0,257.0886066
43,1344.0,275.3470051
43,1440.0,293.5482694
43,1536.0,311.7043239
43,1632.0,329.8172515
43,1728.0,347.887431
43,1824.0,365.9272958
43,1920.0,383.921677
44,9.0,4.152640317
44,18.0,6.255047519
44,27.0,8.186398287
44,36.0,9.903484428
44,45.0,11.45389131
44,54.0,12.88692835
44,63.0,14.25190494
44,72.0,15.59681834
44,81.0,16.94319094
44,90.0,18.28797839
44,99.0,19.62720646
44,108.0,20.95690089
44,117.0,22.27308746
44,126.0,23.57204951
44,135.0,24.85305766
44,144.0,26.11730633
44,153.0,27.36602188
44,162.0,28.60043066
44,171.0,29.821759
44,180.0,31.03123327
44,360.0,54.0437036
44,540.0,75.78824245
44,720.0,96.23624464
44,900.0,116.4512867
44,1080.0,136.535543
44,1260.0,156.5264103
44,1440.0,176.4006667
44,1620.0,196.2044589
44,1800.0,215.9220166
44,1980.0,235.5658559
44,2160.0,255.13779
44,2340.0,274.6680848
44,2520.0,294.1243815
44,2700.0,313.5517291
44,2880.0,332.9199877
44,3060.0,352.2564136
44,3240.0,371.5500725
44,3420.0,390.7963122
44,3600.0,410.0139967
45,21.0,4.959920444
45,42.0,7.34765616
45,63.0,9.25902738
45,84.0,11.10903072
45,105.0,12.90189441
45,126.0,14.63227095
45,147.0,16.29757252
45,168.0,17.90428277
45,189.0,19.46074653
45,210.0,20.97530861
45,231.0,22.45631383
45,252.0,23.91210703
45,273.0,25.35103302
45,294.0,26.78143662
45,315.0,28.21088728
45,336.0,29.63934474
45,357.0,31.06245286
45,378.0,32.47580609
45,399.0,33.87588336
45,420.0,35.26258808
45,840.0,61.12690035
45,1260.0,85.00229944
45,1680.0,108.4819117
45,2100.0,131.6780507
45,2520.0,154.6663964
45,2940.0,177.4492372
45,3360.0,200.0892036
45,3780.0,222.5946787
45,4200.0,244.996359
45,4620.0,267.2875433
45,5040.0,289.5038201
45,5460.0,311.6276867
45,5880.0,333.6766318
45,6300.0,355.6790672
45,6720.0,377.6206389
45,7140.0,399.4878817
45,7560.0,421.3272966
45,7980.0,443.1092741
45,8400.0,464.8463124
